dashboard_unit,cell_granularity,line_label,model_id,provider_route,family,size_slot,benchmark,subtask_or_rq,sample_set,aggregation_rule,readiness_tier,metric_layer,result_status,blocker_status,evidence_status,primary_metric,primary_metric_value,source_file,run_id_or_source_artifact,lower_level_limitations,interpretation
public_summary_model_line_x_benchmark,summary,MiniMax-S,MiniMax-S,openai/MiniMax-M2.1,MiniMax,S,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,MiniMax-M,MiniMax-M,text: minimax-m2.5 via direct MiniMax API clean run; medium SMID route TBD,MiniMax,M,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.658698,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,MiniMax-M,MiniMax-M,text: minimax-m2.5 via direct MiniMax API clean run; medium SMID route TBD,MiniMax,M,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,MiniMax-M,MiniMax-M,text: minimax-m2.5 via direct MiniMax API clean run; medium SMID route TBD,MiniMax,M,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.739778,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,MiniMax-M,MiniMax-M,text: minimax-m2.5 via direct MiniMax API clean run; medium SMID route TBD,MiniMax,M,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=9.004634,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,MiniMax-M,MiniMax-M,openai/MiniMax-M2.5,MiniMax,M,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,MiniMax-L,MiniMax-L,text: minimax-m2.5 via direct MiniMax API; SMID recovery: minimax-01 via direct MiniMax API,MiniMax,L,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.660519,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,MiniMax-L,MiniMax-L,text: minimax-m2.5 via direct MiniMax API; SMID recovery: minimax-01 via direct MiniMax API,MiniMax,L,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.198232,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,MiniMax-L,MiniMax-L,text: minimax-m2.5 via direct MiniMax API; SMID recovery: minimax-01 via direct MiniMax API,MiniMax,L,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.741197,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,MiniMax-L,MiniMax-L,text: minimax-m2.5 via direct MiniMax API; SMID recovery: minimax-01 via direct MiniMax API,MiniMax,L,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=9.018578,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,MiniMax-L,MiniMax-L,openai/MiniMax-M2.5,MiniMax,L,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,DeepSeek-S,DeepSeek-S,text: openrouter/deepseek/deepseek-r1-distill-llama-70b (DeepInfra-pinned recovery route),DeepSeek,S,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.660594,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,DeepSeek-S,DeepSeek-S,text: openrouter/deepseek/deepseek-r1-distill-llama-70b (DeepInfra-pinned recovery route),DeepSeek,S,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,DeepSeek-S,DeepSeek-S,text: openrouter/deepseek/deepseek-r1-distill-llama-70b (DeepInfra-pinned recovery route),DeepSeek,S,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.695198,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,DeepSeek-S,DeepSeek-S,text: openrouter/deepseek/deepseek-r1-distill-llama-70b (DeepInfra-pinned recovery route),DeepSeek,S,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_7 (Sub Saharan Africa); effective_clusters=9.567679,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,DeepSeek-S,DeepSeek-S,openai/deepseek/deepseek-r1-distill-llama-70b,DeepSeek,S,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,DeepSeek-M,DeepSeek-M,openrouter/deepseek/deepseek-chat-v3.1,DeepSeek,M,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.683629,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,DeepSeek-M,DeepSeek-M,openrouter/deepseek/deepseek-chat-v3.1,DeepSeek,M,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,DeepSeek-M,DeepSeek-M,openrouter/deepseek/deepseek-chat-v3.1,DeepSeek,M,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.634673,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,DeepSeek-M,DeepSeek-M,openrouter/deepseek/deepseek-chat-v3.1,DeepSeek,M,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=7.987530,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,DeepSeek-M,DeepSeek-M,openrouter/deepseek/deepseek-chat-v3.1,DeepSeek,M,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,DeepSeek-L,DeepSeek-L,text: openrouter/deepseek/deepseek-r1,DeepSeek,L,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.562550,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,DeepSeek-L,DeepSeek-L,text: openrouter/deepseek/deepseek-r1,DeepSeek,L,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
